MRs,text,model
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving japanese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.,tgen
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Wrestlers is a kid friendly pub serving japanese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.,slug
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]",The Cricketers is a restaurant near Crowne Plaza Hotel. It is not family-friendly and has a customer rating of 5 out of 5.,ours
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]",The Cricketers is a restaurant near Crowne Plaza Hotel. It has a 5 out of 5 customer rating and is not family-friendly.,tgen
"name[The Cricketers], eatType[restaurant], customer rating[5 out of 5], familyFriendly[no], near[Crowne Plaza Hotel]",The Cricketers is a restaurant near Crowne Plaza Hotel. It has a 5 out of 5 customer rating and is not family-friendly.,slug
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]",The Mill is a moderately priced pub located near Café Sicilia. It is not kid friendly and has a customer rating of 1 out of 5.,ours
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]",The Mill is a moderately priced fast food pub near Café Sicilia in the riverside area. It has a customer rating of 1 out of 5 and is not kid friendly.,tgen
"name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]",The Mill is a moderately priced fast food pub near Café Sicilia in the riverside area. It has a customer rating of 1 out of 5 and is not kid friendly.,slug
"name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Green Man is a family friendly pub that serves Italian food. It is located in the riverside area near Raja Indian Cuisine.,ours
"name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Green Man is a family friendly pub serving italian food in the riverside area near Raja Indian Cuisine.,tgen
"name[Green Man], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Green Man is a family friendly pub serving italian food in the riverside area near Raja Indian Cuisine.,slug
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly Italian restaurant in the riverside area near Raja Indian Cuisine.  It has a price range of £20-25.,ours
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly italian restaurant in the riverside area near Raja Indian Cuisine. The price range is £20-25.,tgen
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly italian restaurant in the riverside area near Raja Indian Cuisine. The price range is £20-25.,slug
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a Japanese pub located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a price range of more than £30.,ours
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing japanese food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.,tgen
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub providing japanese food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.,slug
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a pub that serves Italian food. It is located in the city centre near Raja Indian Cuisine. It is child friendly and has a high price range.,ours
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly italian pub near Raja Indian Cuisine in the city centre. It has a high price range.,tgen
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly italian pub near Raja Indian Cuisine in the city centre. It has a high price range.,slug
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is 5 out of 5.,ours
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a cheap indian restaurant located in the riverside area near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family friendly.,tgen
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",The Phoenix is a cheap indian restaurant located in the riverside area near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family friendly.,slug
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a pub that serves Indian food. It is located in the city centre near Raja Indian Cuisine and is family friendly.,ours
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly pub serving indian food in the city centre near Raja Indian Cuisine.,tgen
"name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family friendly pub serving indian food in the city centre near Raja Indian Cuisine.,slug
"name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Phoenix is a high priced, child friendly French restaurant in the riverside area near Raja Indian Cuisine.",ours
"name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a children friendly french restaurant in the riverside area near Raja Indian Cuisine with a high price range.,tgen
"name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Phoenix is a children friendly french restaurant in the riverside area near Raja Indian Cuisine with a high price range.,slug
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly restaurant that serves Italian food for less than £20. It is located in the city centre near Raja Indian Cuisine.,ours
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly italian restaurant located in the city centre near Raja Indian Cuisine. The price range is less than £20.,tgen
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly italian restaurant located in the city centre near Raja Indian Cuisine. The price range is less than £20.,slug
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",The Punter is a kid friendly Italian restaurant with a price range of £20-25. It is located in the city centre near Express by Holiday Inn and has a high customer rating.,ours
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",The Punter is a kid friendly italian restaurant located near Express by Holiday Inn in the city centre. It has a high customer rating and a price range of £20-25.,tgen
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",The Punter is a kid friendly italian restaurant located near Express by Holiday Inn in the city centre. It has a high customer rating and a price range of £20-25.,slug
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a moderately priced Chinese restaurant in the city centre near All Bar One. It is kid friendly and has a customer rating of 3 out of 5.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a chinese restaurant in the moderate price range. It is located in the city centre near All Bar One. It has a customer rating of 3 out of 5 and is kid friendly.,tgen
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[All Bar One]",The Cricketers is a chinese restaurant in the moderate price range. It is located in the city centre near All Bar One. It has a customer rating of 3 out of 5 and is kid friendly.,slug
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers is a Chinese restaurant with a high customer rating. It is located in the riverside area near All Bar One and is child friendly. The price range is more than £30.,ours
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers provides chinese food in the more than £30 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.,tgen
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers provides chinese food in the more than £30 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.,slug
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a French restaurant located in riverside near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.,ours
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a french restaurant near Raja Indian Cuisine in the riverside area. It has a price range of less than £20 and is not family-friendly.,tgen
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Vaults is a french restaurant near Raja Indian Cuisine in the riverside area. It has a price range of less than £20 and is not family-friendly.,slug
"name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Giraffe is a fast food restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly.,ours
"name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Giraffe is a fast food restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly.,tgen
"name[Giraffe], eatType[restaurant], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Giraffe is a fast food restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly.,slug
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a fast food restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly and has a high price range.,ours
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a high priced fast food restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly.,tgen
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Phoenix is a high priced fast food restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly.,slug
